city,state,lat,lng
Marina Del Rey,CA,33.9802893,-118.4517449
Temple City,CA,34.1072305,-118.0578456
Lomita,CA,33.7922392,-118.3150722
Youngsville,NC,36.0248732,-78.4744439
Troy,MI,42.6064095,-83.1497751
Riverton,UT,40.521893,-111.9391023
Port Saint Lucie,FL,27.2730492,-80.3582261
Sioux Falls,SD,43.5445959,-96.7311034
Palm Harbor,FL,28.0780718,-82.7637127
South Weymouth,MA,42.1751002,-70.9494899
Richboro,PA,40.2151086,-75.0107245
Ciudad Juarez,Mexico,31.6903638,-106.4245478
Farmington,MN,44.6402434,-93.1435497
Portland,OR,45.5230622,-122.6764816
Bedford,MA,42.4906231,-71.2760089
Colquitt,Georgia,31.1712935,-84.7332527
Dorchester Center,MA,42.2917651,-71.0717173
Longmont,CO,40.1672068,-105.1019275
Rockaway,NJ,40.9012101,-74.5143232
Rockdale,Texas,30.6554759,-97.0013744
Athens,TN,35.4428512,-84.5929898
Olathe,KS,38.8813958,-94.8191285
Tukwila,WA,47.4739884,-122.2609558
Natick,MA,42.2775281,-71.3468091
Baltimore,MD,39.2903848,-76.6121893
Cypress,CA,33.8169599,-118.0372852
San Dimas,CA,34.1066756,-117.8067257
San Marcos,TX,29.8832749,-97.9413941
San Rafael,CA,37.9735346,-122.5310874
Kingsford,MI,45.7949561,-88.0720706
Schaumburg,IL,42.0333607,-88.0834059
North Royalton,OH,41.3136644,-81.7245739
Lancaster,PA,40.0378755,-76.3055144
Winnipeg,Manitoba,49.8997541,-97.1374937
lancaster,tx,32.5920798,-96.7561082
Farmington,IL,40.6980932,-90.0059483
Nashville,TN,36.1626638,-86.7816016
Saline,MI,42.1667072,-83.7816075
Shreveport,LA,32.5251516,-93.7501789
Albuquerque,NM,35.0853336,-106.6055534
Cameron Park,CA,38.6687929,-120.9871643
Crystal Lake,IL,42.2411344,-88.3161965
"Newark,",DE,39.6837226,-75.7496572
Northbrook,IL,42.1275267,-87.8289548
Arbuckle,CA,39.0173963,-122.0577477
Dade City,FL,28.3647248,-82.1959178
Lubbock,TX,33.5778631,-101.8551665
Gadsden,AL,34.014264,-86.0066386
Englewood,NJ,40.8928771,-73.9726381
Bartlett,TN,35.2045328,-89.8739753
Murphy,TX,33.0151205,-96.6130486
Huntsville,AL,34.7303688,-86.5861037
Lafayette,IN,40.4167022,-86.8752869
Milpitas,CA,37.4323341,-121.8995741
Saint Helens,OR,45.8590111,-122.8158185
Solon,OH,41.3897764,-81.4412259
Somerset,KY,37.0920222,-84.6041084
Campbell,CA,37.2871651,-121.9499568
Douglas,GA,31.5088073,-82.8498654
Riverview,MI,42.1742073,-83.1793697
Bellmore,NY,40.6687125,-73.5270709
West Columbia,SC,33.9934867,-81.0739825
Granbury,TX,32.4420826,-97.7941967
Kitchener,ON,43.450301,-80.4831917
Carmel,IN,39.978371,-86.1180435
Mount Kisco,NY,41.2042616,-73.7270761
Stony Brook,NY,40.9256538,-73.1409429
Richmond,TX,29.5821811,-95.7607832
Clackamas,OR,45.4076205,-122.5703692
Flemington,NJ,40.5123258,-74.8593318
Issaquah,WA,47.5301011,-122.0326191
Tallahassee,FL,30.4382559,-84.2807329
Lauderhill,Florida,26.1403635,-80.2133808
"Ottawa,",Ontario,45.4215296,-75.6971931
Westport,CT,41.1414717,-73.3579049
Arlington Heights,IL,42.0883603,-87.9806265
Sautee,GA,34.6845396,-83.6807322
Newton Centre,MA,42.3300503,-71.1948255
Canaan,CT,41.9640877,-73.3001233
Mountain View,CA,37.3860517,-122.0838511
Mission Hills,CA,34.6882456,-120.4364208
Murietta,CA,33.5539143,-117.2139232
Clinton,IA,41.8444735,-90.1887379
Tooele,UT,40.5307776,-112.29828
Collegeville,PA,40.1856597,-75.451571
Turlock,CA,37.4946568,-120.8465941
Tyler,TX,32.3512601,-95.3010624
Douglasville,GA,33.7514966,-84.7477136
Manchester,NH,42.9956397,-71.4547891
Poulsbo,WA,47.735928,-122.6465372
Patterson,CA,37.4716001,-121.129656
Valley Village,CA,34.1633045,-118.3841777
Tehachapi,CA,35.1321877,-118.4489739
Daly City,CA,37.6879241,-122.4702079
Danville,VA,36.5859718,-79.3950228
Waco,TX,31.549333,-97.1466695
Walnut,CA,34.0202894,-117.8653386
Waukon,IA,43.2694208,-91.475695
Wenatchee,WA,47.4234599,-120.3103494
Dearborn,MI,42.3222599,-83.1763145
Mt. Kisco,NY,41.2042616,-73.7270761
Westlock,AB,54.1521565,-113.851419
Westlake,OH,41.4553232,-81.9179173
Wheat Ridge,CO,39.766098,-105.0772063
Stockbridge,MI,42.4511466,-84.1805146
White Plains,NY,41.0339862,-73.7629097
El Sobrante,CA,37.9771452,-122.2952474
Wilmington,MA,42.5481714,-71.1724467
East Windsor,NJ,40.2677539,-74.5402506
Laurel,MD,39.0992752,-76.8483061
Eatontown,NJ,40.2962222,-74.0509725
McAllen,TX,26.2034071,-98.2300124
Woodbury,MN,44.9238552,-92.9593797
Orange,NJ,40.7706187,-74.2326478
New Rochelle,NY,40.9114882,-73.7823549
Franklin,TN,35.9250637,-86.8688899
Winona,MN,44.0553908,-91.6663523
Conway,AR,35.0886963,-92.4421011
Howell,NJ,40.1645785,-74.2082671
Lincoln Park,PA,48.1159071,-123.4742638
Cockeysville,Maryland,39.4812172,-76.6438598
Waltham,MA,42.3764852,-71.2356113
Hammond,LA,30.5043583,-90.4611995
Burnsville,MN,44.7677424,-93.2777226
Castaic,CA,34.4890363,-118.6256552
Wayland,NY,42.5678449,-77.5897139
Gunter,TX,33.4478881,-96.747494
Aubrey,TX,33.3042834,-96.986118
Leonard,TX,33.3795549,-96.2474785
McKinney,TX,33.1972465,-96.6397822
Queens,NY,40.7282239,-73.7948516
Denton,TX,33.2148412,-97.1330683
Huntington Park,CA,33.9816812,-118.2250725
Norco,CA,33.9311257,-117.548661
Northfield,IL,42.09975,-87.7808967
Monroe,OH,39.440336,-84.3621634
Salt Lake CIty,UT,40.7607793,-111.8910474
Murrells Inlet,SC,33.5510021,-79.0414261
Richmond Hill,Ontario,43.8828401,-79.4402808
Goodlettsville,TN,36.3231066,-86.7133302
Hilliard,OH,40.0333961,-83.1582451
East Helena,MT,46.5896567,-111.9155461
Powder Springs,GA,33.8595491,-84.683824
Union,SC,34.7154122,-81.623711
Quincy,MA,42.2528772,-71.0022705
Hingham,MA,42.2418172,-70.889759
Madison,AL,34.6992579,-86.7483318
Woburn,MA,42.4792618,-71.1522765
San Bernadino,CA,34.1083449,-117.2897652
Bordentown,NJ,40.1480827,-74.6945737
Belmont,CA,37.5202145,-122.2758008
Bowie,MD,39.0067768,-76.7791365
Vero Beach,FL,27.6386434,-80.3972736
Caldwell,ID,43.6629384,-116.6873596
Garland,TX,32.912624,-96.6388833
Arvada,CO,39.8027644,-105.0874842
Norwood,PA,39.8917793,-75.2996309
Keller,TX,32.9341893,-97.229298
South Plainfield,NJ,40.5792701,-74.4115401
Spring Hill,TN,35.751179,-86.9300023
West Orange,NJ,40.7985699,-74.2390828
Champaign,IL,40.1164204,-88.2433829
Owasso,OK,36.2695388,-95.8547119
Piqua,OH,40.1447732,-84.2424449
Cambridge,MA,42.3736158,-71.1097335
Vaughan,Ontario,43.8372079,-79.508276
"Bellingham,",WA,48.74908,-122.4781473
Fairfax,VA,38.8462236,-77.3063733
Holton,KS,39.4652724,-95.7363723
Virginia Beach,VA,36.8529263,-75.977985
Cleveland,OH,41.49932,-81.6943605
Pompano Beach,FL,26.2378597,-80.1247667
Whippany,NJ,40.8254055,-74.4022355
Grand Junction,CO,39.0638705,-108.5506486
Saddle Brook,NJ,40.9040085,-74.1007318
Bettendorf,IA,41.56085,-90.48344
Laguna Niguel,CA,33.5225261,-117.7075526
Exton,PA,40.0325817,-75.6274583
Scarsdale,NY,41.0050977,-73.7845768
Tarzana,CA,34.1494848,-118.5506158
Plantation,FL,26.1275862,-80.2331036
Towson,MD,39.4014955,-76.6019125
Chino,CA,34.0122346,-117.688944
Milford,DE,38.9126129,-75.4279748
Fountain Valley,CA,33.7091847,-117.9536697
Valencia,CA,34.456151,-118.5713823
Lemoore,CA,36.3007835,-119.7829107
Tampa,FL,27.950575,-82.4571776
Jasper,TX,30.9201995,-93.9965759
Pittsfield,MA,42.4500845,-73.2453824
Macon,GA,32.8406946,-83.6324022
Denver,CO,39.7392358,-104.990251
New Albany,IN,38.2856247,-85.8241312
Toronto,ON,43.653226,-79.3831843
The Woodlands,TX,30.1658207,-95.4612625
Mississauga,ON,43.5890452,-79.6441198
McKinney,TX,33.1972465,-96.6397822
Chino Hills,CA,33.9898188,-117.7325848
Bellflower,CA,33.8816818,-118.1170117
Grand Prairie,TX,32.7459645,-96.9977846
Fairless Hills,PA,40.1795537,-74.8551644
Philadelphia,PA,39.9525839,-75.1652215
Langhorne,PA,40.1745538,-74.9226665
Langhorne,PA,40.1745538,-74.9226665
Denville,PA,40.96342,-76.6127329
Naperville,IL,41.7508391,-88.1535352
Riverview,FL,27.8661364,-82.3264809
Hempstead,NY,40.7062128,-73.6187397
Fresno,CA,36.7468422,-119.7725868
Irvine,CA,33.6839473,-117.7946942
Salem,OR,44.9428975,-123.0350963
Fullerton,CA,33.8703596,-117.9242966
Cedartown,GA,34.0112715,-85.2565823
Weehawken,NJ,40.7663711,-74.0253715
Weehawken,NJ,40.7663711,-74.0253715
Weehawken,NJ,40.7663711,-74.0253715
New York,NY,40.7127837,-74.0059413
NY,NY,40.7127837,-74.0059413
NY,NY,40.7127837,-74.0059413
Akron,OH,41.0814447,-81.5190053
West Liberty,IA,41.5700231,-91.2637695
Jackson,WY,43.4799291,-110.7624282
Scarborough,ON,43.7764258,-79.2317521
Novi,MI,42.48059,-83.4754913
Roswell,GA,34.0232431,-84.3615555
Athens,AL,34.8028661,-86.9716741
Sierra Vista,AZ,31.5455001,-110.2772856
New Hope,AL,34.5370339,-86.3944307
San Jose,CA,37.3382082,-121.8863286
Fresno,CA,36.7468422,-119.7725868
Palm Springs,CA,33.8302961,-116.5452921
Moscow,ID,46.7323875,-117.0001651
Burbank,CA,34.1808392,-118.3089661
Sierra Vista,AZ,31.5455001,-110.2772856
Petaluma,CA,38.232417,-122.6366524
Sterling Heights,MI,42.5803122,-83.0302033
Simi Valley,CA,34.2694474,-118.781482
Chillicothe,MO,39.7952946,-93.5524358
Manchester,NH,42.9956397,-71.4547891
Fredericksburg,VA,38.3031837,-77.4605399
Salida,CA,37.7057623,-121.0849369
Casper,WY,42.866632,-106.313081
Compton,CA,33.8958492,-118.2200712
Billings,MT,45.7832856,-108.5006904
West Hollywood,CA,34.0900091,-118.3617443
Montebello,CA,34.0165053,-118.1137535
Seven Hills,OH,41.3953304,-81.6762392
Carlsbad,CA,33.1580933,-117.3505939
Oxon Hill,MD,38.8033178,-76.9897278
Concord,CA,37.9779776,-122.0310733
New York,NY,40.7127837,-74.0059413
Sugarland,TX,29.6196787,-95.6349463
San Diego,CA,32.715738,-117.1610838
Bridgeport,CT,41.1865478,-73.1951767
Middle Village,NY,40.717372,-73.87425
Los Angeles,CA,34.0522342,-118.2436849
Chickasha,OK,35.052565,-97.9364326
Lexington,SC,33.9815369,-81.2362107
Coral Springs,FL,26.271192,-80.2706044
South St. Paul,MN,44.8759802,-93.0275802
Los Angeles,CA,34.0522342,-118.2436849
Los Angeles,CA,34.0522342,-118.2436849
Alice,TX,27.7522487,-98.0697249
Fairfield,CT,41.1408363,-73.2612615
Fairfield,CT,41.1408363,-73.2612615
Fairfield,CT,41.1408363,-73.2612615
Manahawkin,NJ,39.695397,-74.2587527
Orlando,FL,28.5383355,-81.3792365
Irvine,CA,33.6839473,-117.7946942
Temecula,CA,33.4936391,-117.1483648
Carlstadt,NJ,40.8403778,-74.0906974
Newport Beach,CA,33.6189101,-117.9289469
La Jolla,CA,32.8328112,-117.2712717
Los Angeles,CA,34.0522342,-118.2436849
Third Lake,IL,42.3739105,-88.0109121
Exton,PA,40.0325817,-75.6274583
Alvarado,TX,32.4065312,-97.2116782
Lake Elsinore,CA,33.6680772,-117.3272615
Marion,IL,37.7306054,-88.9331256
Dayton,OH,39.7589478,-84.1916069
Westborough,MA,42.2695216,-71.6161294
Lake Forest,CA,33.6469661,-117.689218
Huntsville,AL,34.7303688,-86.5861037
Pompano Beach,FL,26.2378597,-80.1247667
Buena Park,CA,33.8675143,-117.9981181
New York,NY,40.7127837,-74.0059413
Brea,CA,33.9166805,-117.9000604
Irvine,CA,33.6839473,-117.7946942
Burbank,CA,34.1808392,-118.3089661
La Verne,CA,34.1008426,-117.7678355
Edison,NJ,40.5187154,-74.4120953
Des Plaines,IL,42.0333623,-87.8833991
Ludington,MI,43.9552825,-86.4525831
St. Louis,MO,38.6270025,-90.1994042
Hemet,CA,33.7475203,-116.9719684
Buffalo,NY,42.8864468,-78.8783689
Edison,NJ,40.5187154,-74.4120953
Delray Beach,FL,26.4614625,-80.0728201
Brandon,FL,27.937801,-82.2859247
Buckner,KY,38.3836782,-85.4399588
Tucson,AZ,32.2217429,-110.926479
Corona,CA,33.8752935,-117.5664384
Greenbelt,MD,39.0045544,-76.8755282
Federal Way,WA,47.3223221,-122.3126222
Los Angeles,CA,34.0522342,-118.2436849
St. Augustine,FL,29.9012437,-81.3124341
Manchester,CT,41.7759301,-72.5215009
Jamaica,NY,40.702677,-73.7889689
Ft. Worth,TX,32.7554883,-97.3307658
Bellevue,WA,47.610377,-122.2006786
Alpena,MI,45.0616794,-83.4327528
Norcross,GA,33.9412127,-84.2135309
Houston,TX,29.7604267,-95.3698028
Jonesboro,AR,35.8422967,-90.704279
St. Johns,FL,30.0820653,-81.5471201
San Antonio,TX,29.4241219,-98.4936282
North Annandale,NJ,40.6409347,-74.881278
Loveland,OH,39.2689476,-84.263826
Chevy Chase,MD,38.9949153,-77.0772052
Flower Mound,TX,33.0145673,-97.0969552
Elk Rapids,MI,44.8955578,-85.4164605
Chevy Chase,MD,38.9949153,-77.0772052
Columbia,SC,34.0007104,-81.0348144
Rolla,MO,37.948544,-91.7715303
Henderson,NV,36.0395247,-114.9817213
New York City,NY,40.7127837,-74.0059413
New York City,NY,40.7127837,-74.0059413
Tavares,FL,28.8041579,-81.725632
Mocksville,NC,35.8940263,-80.5614494
Rio Grande City,TX,26.3797874,-98.8203046
Dallas,TX,32.7766642,-96.7969879
Houston,TX,29.7604267,-95.3698028
Kingston,NH,42.9364768,-71.0533918
Oldwick,NJ,40.6726219,-74.7492287
Escondido,CA,33.1192068,-117.086421
Falcon,CO,38.9383017,-104.6009415
Irvine,CA,33.6839473,-117.7946942
Austin,TX,30.267153,-97.7430608
Norristown,PA,40.121497,-75.3399048
New York,NY,40.7127837,-74.0059413
Redlands,CA,34.0555693,-117.1825381
Anaheim,CA,33.8352932,-117.9145036
Lincoln,NE,40.8257625,-96.6851982
Irving,TX,32.8140177,-96.9488945
Woodbridge,VA,38.6581722,-77.2497049
Boise,ID,43.6187102,-116.2146068
Burke,VA,38.7934466,-77.2716505
San Jose,CA,37.3382082,-121.8863286
Frederick,MD,39.4142688,-77.4105409
Gettysburg,PA,39.8309293,-77.2310955
Arlington Heights,IL,42.0883603,-87.9806265
Winnetka,CA,34.2048586,-118.5739621
Toronto,ON,43.653226,-79.3831843
Nashua,NH,42.7653662,-71.467566
Minneapolis,MN,44.977753,-93.2650108
Orleans,ON,45.4558019,-75.5047333
Madisonville,LA,30.4043607,-90.1570232
Dover,OH,40.5206198,-81.4740054
Pinellas Park,Fl,27.8428025,-82.6995443
Richboro,PA,40.2151086,-75.0107245
Plano,TX,33.0198431,-96.6988856
Federal Way,WA,47.3223221,-122.3126222
Surfers Paradise,"Gold Coast, AUSTRALIA",-28,153.416667
Newark,DE,39.6837226,-75.7496572
West Chester,OH,40.2339147,-81.3445012
Atlanta,GA,33.7489954,-84.3879824
Los Angeles,CA,34.0522342,-118.2436849
Santa Monica,CA,34.0194543,-118.4911912
Gig Harbor,WA,47.329264,-122.5801293
Fort Myers,FL,26.640628,-81.8723084
Portland,OR,45.5230622,-122.6764816
Astoria,NY,40.7643574,-73.9234619
Brooklyn,NY,40.6781784,-73.9441579
Brooklyn,NY,40.6781784,-73.9441579
Christiansburg,VA,37.1298517,-80.4089389
Midland,TX,31.9973456,-102.0779146
Bethesda,Maryland,38.984652,-77.0947092
Medford,OR,42.3265152,-122.8755949
Colonia,NJ,40.584867,-74.3039227
Redmond,WA,47.6739881,-122.121512
Oakville,ON Canada,43.467517,-79.6876659
Macon,GA,32.8406946,-83.6324022
Austin,TX,30.267153,-97.7430608
Eliot,ME,43.1531427,-70.8000544
Miami,FL,25.7616798,-80.1917902
Palo Alto,CA,37.4418834,-122.1430195
Candler,NC,35.5360973,-82.6927363
Hockessin,DE,39.7876112,-75.6966001
Wilmington,DE,39.7390721,-75.5397878
Jersey City,NJ,40.7281575,-74.0776417
New York,NY,40.7127837,-74.0059413
Glenmills,PA,39.9016273,-75.5103484
Logan,UT,41.7369803,-111.8338359
Houston,TX,29.7604267,-95.3698028
NY,NY,40.7127837,-74.0059413
Florham Park,NJ,40.787878,-74.3882072
Corona,CA,33.8752935,-117.5664384
Encino,CA,34.1517492,-118.5214282
Port Coquitlam,BC,49.2628382,-122.7810708
Houston,Texas,29.7604267,-95.3698028
Naperville,IL,41.7508391,-88.1535352
Centerville,OH,39.6283928,-84.1593818
Danville,CA,37.8215929,-121.9999606
Beverly Hills,CA,34.0736204,-118.4003563
Flushing,NY,40.7674987,-73.833079
Garland,TX,32.912624,-96.6388833
Walla Walla,WA,46.0645809,-118.3430209
NY,NY,40.7127837,-74.0059413
Manchester,CT,41.7759301,-72.5215009
Peoria,AZ,33.5805955,-112.2373779
Dallas,TX,32.7766642,-96.7969879
Langhorne,PA,40.1745538,-74.9226665
Portland,OR,45.5230622,-122.6764816
Rochester,MN,44.0121221,-92.4801989
Charleston,SC,32.7764749,-79.9310512
Cincinnati,OH,39.1031182,-84.5120196
Houston,TX,29.7604267,-95.3698028
Huntington,WV,38.4192496,-82.445154
Artesia,NM,32.8423345,-104.4032962
Plano,TX,33.0198431,-96.6988856
Monroeville,PA,40.4211798,-79.7881024
Irvine,CA,33.6839473,-117.7946942
Rockville,MD,39.0839973,-77.1527578
Amarillo,TX,35.2219971,-101.8312969
Philadelphia,PA,39.9525839,-75.1652215
Raleigh,NC,35.7795897,-78.6381787
Altamonte Springs,FL,28.6611089,-81.3656242
Langhorne,PA,40.1745538,-74.9226665
Atlanta,GA,33.7489954,-84.3879824
Kitchener,Ontario,43.450301,-80.4831917
Pasco,WA,46.2395793,-119.1005657
Totowa,NJ,40.9050988,-74.2098679
La Mirada,CA,33.9172357,-118.0120086
Santa Fe,NM,35.6869752,-105.937799
San Ramon,CA,37.7799273,-121.9780153
San Ramon,CA,37.7799273,-121.9780153
St. Thomas,US Virgin Islands,18.335361,-64.9534009
Bellevue,Washington,47.610377,-122.2006786
Richmond,kentucky,37.7478572,-84.2946539
Burnaby,BC,49.2488091,-122.9805104
Kingwood,TX,30.0575359,-95.1902986
Lyndhurst,OH,41.5200523,-81.4887315
Kingwood,TX,30.0575359,-95.1902986
Jamaica,NY,40.702677,-73.7889689
Brooklyn,NY,40.6781784,-73.9441579
Brentwood,TN,36.0331164,-86.7827772
Temecula,CA,33.4936391,-117.1483648
Rock Island,IL,41.5094771,-90.5787476
Westbury,NY,40.7556561,-73.5876273
Olympia Fields,IL,41.5131999,-87.6926257
Morganville,NJ,40.3359924,-74.2911154
Rochester,NY,43.16103,-77.6109219
Huntsville,AL,34.7303688,-86.5861037
Waukegan,IL,42.3636331,-87.8447938
"Crown Heights, Brooklyn",NY,40.6681032,-73.9447994
Mendham Borough,NJ,40.7759334,-74.6007142
Sterling Heights,MI,42.5803122,-83.0302033
Hamilton,ON,43.2500208,-79.8660914
Jersey City,NJ,40.7281575,-74.0776417
Boca Raton,FL,26.3683064,-80.1289321
Boston,MA,42.3600825,-71.0588801
Yorba Linda,CA,33.8886259,-117.8131125
Ajax,ON,43.8508553,-79.0203732
Boston,MA,42.3600825,-71.0588801
Anaheim,CA,33.8352932,-117.9145036
Corona,CA,33.8752935,-117.5664384
Fresno,CA,36.7468422,-119.7725868
Dallas,TX,32.7766642,-96.7969879
Newtown Square,PA,39.9868904,-75.4007058
Jasper,AL,33.8312185,-87.2775053
Jacksonville,FL,30.3321838,-81.655651
Washington,DC,38.9071923,-77.0368707
Rockledge,FL,28.3164498,-80.7269854
Clifton,NJ,40.8584328,-74.1637553
Palos Heights,IL,41.6680885,-87.7964416
Newport Beach,CA,33.6189101,-117.9289469
Mountain View,CA,37.3860517,-122.0838511
San Clemente,CA,33.4269728,-117.6119925
Irvine,CA,33.6839473,-117.7946942
Fairfax,VA,38.8462236,-77.3063733
Tecumseh,Ontario,42.3117966,-82.8857592
Newport Beach,CA,33.6189101,-117.9289469
Spokane,WA,47.6587802,-117.4260466
Germantown,MD,39.1731621,-77.2716502
Bridgeton,MO,38.7669954,-90.4115057
Los Lunas,New Mexico,34.806166,-106.7333599
New Rochelle,NY,40.9114882,-73.7823549
Indianapolis,IN,39.768403,-86.158068
Raleigh,NC,35.7795897,-78.6381787
Federal Way,WA,47.3223221,-122.3126222
Apple Valley,MN,44.7319094,-93.21772
Somerville,MA,42.3875968,-71.0994968
Etobicoke,Canada,43.6204946,-79.5131983
West Vancouver,BC,49.3348973,-123.1667847
Brentwood,TN,36.0331164,-86.7827772
Racine,WI,42.7261309,-87.7828523
Pismo Beach,CA,35.1427533,-120.6412827
Phoenix,AZ,33.4483771,-112.0740373
Irvine,CA,33.6839473,-117.7946942
"Gaithersburg,",MD,39.1434406,-77.2013705
Thousand Oaks,CA,34.1705609,-118.8375937
Laurel,MD,39.0992752,-76.8483061
Dallas,TX,32.7766642,-96.7969879
Atlanta,GA,33.7489954,-84.3879824
Livermore,CA,37.6818745,-121.7680088
Tigard,OR,45.4312294,-122.7714861
Castro Valley,CA,37.6940973,-122.0863522
Ashland,VA,37.7590318,-77.4799837
Irvine,CA,33.6839473,-117.7946942
Frisco,TX,33.1506744,-96.8236116
Elkhorn,WI,42.6727927,-88.5445447
Reading,PA,40.3356483,-75.9268747
Huntington,NY,40.8681539,-73.425676
Bernardsville,NJ,40.7187119,-74.569324
Los Angeles,CA,34.0522342,-118.2436849
Torrance,CA,33.8358492,-118.3406288
San Francisco,CA,37.7749295,-122.4194155
Edmond,OK,35.6528323,-97.4780954
San Jose,CA,37.3382082,-121.8863286
South Windsor,CT,41.8489872,-72.5717551
South Jordan,UT,40.5621704,-111.929658
Sandy,UT,40.5649781,-111.8389726
Glendale Heights,IL,41.9103068,-88.0717353
Pleasanton,CA,37.6624312,-121.8746789
Fremont,CA,37.5482697,-121.9885719
"Grand Forks,",ND,47.9252568,-97.0328547
Fort Lauderdale,FL,26.1224386,-80.1373174
Cotter,AR,36.2711798,-92.5354402
Orange,CA,33.7877944,-117.8531119
Wethersfield,CT,41.7063537,-72.6596244
Tulsa,OK,36.1539816,-95.992775
Gainesville,FL,29.6516344,-82.3248262
Bellflower,CA,33.8816818,-118.1170117
DeSoto,TX,32.5896998,-96.8570738
Burke,VA,38.7934466,-77.2716505
Mars,PA,40.6958996,-80.0117254
Torrance,CA,33.8358492,-118.3406288
Evanston,IL,42.0450722,-87.6876969
Norfolk,VA,36.8507689,-76.2858726
Grand Forks,ND,47.9252568,-97.0328547
San Antonio,TX,29.4241219,-98.4936282
Springfield,VT,43.2984078,-72.4823117
"Eugene,",OR,44.0520691,-123.0867536
Boston,MA,42.3600825,-71.0588801
San Gabriel,CA,34.0961111,-118.1058333
"Chicago,",IL,41.8781136,-87.6297982
West Covina,CA,34.0686208,-117.9389526
Philadelphia,PA,39.9525839,-75.1652215
Eagle River,AK,61.3293186,-149.5680499
Austin,TX,30.267153,-97.7430608
San Diego,CA,32.715738,-117.1610838
Fullerton,CA,33.8703596,-117.9242966
Fresno,CA,36.7468422,-119.7725868
Fresno,CA,36.7468422,-119.7725868
Philadelphia,PA,39.9525839,-75.1652215
Mississauga,ON,43.5890452,-79.6441198
Wichita,KS,37.6871761,-97.330053
Beverly Hills,CA,34.0736204,-118.4003563
Brookline,MA,42.3317642,-71.1211635
Belle Chasse,LA,29.8549287,-89.9906253
Orlando,FL,28.5383355,-81.3792365
Covina,CA,34.0900091,-117.8903397
San Bernardino,CA,34.1083449,-117.2897652
Fontana,CA,34.0922335,-117.435048
Los Angeles,CA,34.0522342,-118.2436849
"Torrance,",CA,33.8358492,-118.3406288
"Alhambra,",CA,34.095287,-118.1270146
Woodland Park,CO,38.9938808,-105.0569301
Scottsdale,AZ,33.4941704,-111.9260519
Torrance,CA,33.8358492,-118.3406288
Inglewood,CA,33.9616801,-118.3531311
Boston,MA,42.3600825,-71.0588801
South Boston,MA,42.3381437,-71.0475773
Westport,CT,41.1414717,-73.3579049
Miami,Fl,25.7616798,-80.1917902
Tujunga,CA,34.2586812,-118.288508
Park City,UT,40.6460622,-111.4979729
Sandy,UT,40.5649781,-111.8389726
Philadelphia,PA,39.9525839,-75.1652215
Rocky Mount,NC,35.9382103,-77.7905339
Laguna Niguel,CA,33.5225261,-117.7075526
Union,SC,34.7154122,-81.623711
San Jose,CA,37.3382082,-121.8863286
Burlingame,CA,37.5778696,-122.34809
Griffin,GA,33.2467807,-84.2640904
"Hoffman Estates,",IL,42.0629915,-88.1227199
Orange,CA,33.7877944,-117.8531119
Phoenix,AZ,33.4483771,-112.0740373
Wilmington,DE,39.7390721,-75.5397878
Buford,GA,34.1206564,-84.0043513
Elk Grove,CA,38.4087993,-121.3716178
Scottsdale,AZ,33.4941704,-111.9260519
Leesburg,VA,39.1156615,-77.5636015
Cresskill,NJ,40.9414874,-73.9593041
Huntington Beach,CA,33.660297,-117.9992265
Woodbridge,VA,38.6581722,-77.2497049
Anaheim,CA,33.8352932,-117.9145036
Villa Park,CA,33.8144608,-117.8131112
Huntington Beach,CA,33.660297,-117.9992265
Brownsville,TX,25.9017472,-97.4974838
Centennial,CO,39.5807452,-104.8771726
Huntington Beach,CA,33.660297,-117.9992265
Columbus,Ohio,39.9611755,-82.9987942
Royse City,TX,32.9751204,-96.3324817
Greenwich,CT,41.0262417,-73.6281964
Monument,CO,39.0916586,-104.872758
Whitestone,NY,40.7920449,-73.8095574
Orlando,FL,28.5383355,-81.3792365
Kingston,NY,41.9270367,-73.9973608
Athens,GA,33.9519347,-83.357567
San Diego,CA,32.715738,-117.1610838
Oklahoma City,OK,35.4675602,-97.5164276
Little Rock,AR,34.7464809,-92.2895948
Oakville,Canada,43.467517,-79.6876659
Hialeah,FL,25.8575963,-80.2781057
Reno,NV,39.5296329,-119.8138027
Elkhart,IN,41.6819935,-85.9766671
Dallas,TX,32.7766642,-96.7969879
"Huntington Beach,",CA,33.660297,-117.9992265
Irvine,CA,33.6839473,-117.7946942
Nashville,TN,36.1626638,-86.7816016
Brantford,ON,43.1393867,-80.2644254
Bremerton,WA,47.5673202,-122.6329356
Ontario,CA,34.0633443,-117.6508876
Rockledge,FL,28.3164498,-80.7269854
Prescott Valley,AZ,34.6100243,-112.315721
Columbus Grove,OH,40.9194961,-84.0568896
"Brainerd,",MN,46.3526733,-94.2020084
Tampa,FL,27.950575,-82.4571776
Powell,OH,40.1578402,-83.0751869
Oshawa,Ontario,43.8970929,-78.8657912
Birmingham,MI,42.5467012,-83.2113192
Oshawa,Ontario,43.8970929,-78.8657912
Las Vegas,NV,36.1699412,-115.1398296
Beverly Hills,CA,34.0736204,-118.4003563
Alexandria,VA,38.8048355,-77.0469214
Scottsdale,AZ,33.4941704,-111.9260519
Portland,OR,45.5230622,-122.6764816
Norco,CA,33.9311257,-117.548661
Plainsboro,NJ,40.3382543,-74.585292
Weymouth,MA,42.2180724,-70.9410356
Glenview,IL,42.0697509,-87.7878408
